id,tier,topic,type,question,answer,alternative_answer,explanation,created_at,expected_output,language
E037,expert,dataclasses,spot_the_bug,"This code raises a ValueError from dataclasses. Find and fix the bug so it prints the playlist.

from dataclasses import dataclass
from typing import List

@dataclass
class Playlist:
    name: str
    tracks: List[str] = []

p = Playlist(""Road Trip"")
p.tracks.append(""Song A"")
print(p)","from dataclasses import dataclass, field
from typing import List

@dataclass
class Playlist:
    name: str
    tracks: List[str] = field(default_factory=list)

p = Playlist(""Road Trip"")
p.tracks.append(""Song A"")
print(p)",,"Mutable defaults (lists, dicts, sets) are forbidden in dataclasses because the same object would be shared across all instances — the classic Python mutable-default footgun. The fix is default_factory=list, which calls list() to create a fresh list for each new Playlist instance.",2026-05-08 16:12:21.986256+00,"Playlist(name='Road Trip', tracks=['Song A'])",python
E038,expert,__slots__,spot_the_bug,"Assigning p.color raises AttributeError because ""color"" is not in __slots__. Fix the bug so the color can be set, then print it.

class Pixel:
    __slots__ = (""x"", ""y"")

    def __init__(self, x, y):
        self.x = x
        self.y = y

p = Pixel(1, 2)
p.color = ""red""
print(p.color)","class Pixel:
    __slots__ = (""x"", ""y"", ""color"")

    def __init__(self, x, y):
        self.x = x
        self.y = y

p = Pixel(1, 2)
p.color = ""red""
print(p.color)",,"__slots__ removes the per-instance __dict__, so only the declared slots (x and y) can be stored as instance attributes. Attempting to set any other attribute raises AttributeError. To allow arbitrary attributes alongside slots, you can include ""__dict__"" in the __slots__ tuple.",2026-05-08 16:12:21.986256+00,red,python
E039,expert,async_await,spot_the_bug,"This async function prints a coroutine object instead of ""Alice"". Find and fix the bug.

import asyncio

async def get_name():
    return ""Alice""

async def main():
    name = get_name()
    print(name)

asyncio.run(main())","import asyncio

async def get_name():
    return ""Alice""

async def main():
    name = await get_name()
    print(name)

asyncio.run(main())",,"Calling an async function without await does not run it — it returns a coroutine object. You must await the coroutine to execute it and get its return value. Without await, name holds something like <coroutine object get_name at 0x...> and Python emits a RuntimeWarning: coroutine 'get_name' was never awaited.",2026-05-08 16:12:21.986256+00,Alice,python
E040,expert,metaclasses,what_is_the_result,"What is the output of this code?

class Meta(type):
    def __new__(mcs, name, bases, namespace):
        namespace[""created_by""] = ""Meta""
        return super().__new__(mcs, name, bases, namespace)

class MyClass(metaclass=Meta):
    pass

print(MyClass.created_by)
print(type(MyClass))","Meta
<class '__main__.Meta'>",,"Meta.__new__ is called when MyClass is being built. It injects created_by into the class namespace before construction, so MyClass.created_by == ""Meta"". type(MyClass) returns the metaclass of MyClass, which is Meta — not the built-in type — because metaclass=Meta was specified. Metaclasses are classes of classes.",2026-05-08 16:12:21.986256+00,"Meta
<class '__main__.Meta'>",python
H001,hard,decorators,write_the_code,"Write a decorator called logger that prints ""Calling <function name>"" before a function runs and ""Done"" after. Apply it to a function add(a, b) that returns a + b. Call add(2, 3) and print its return value.","def logger(func):
    def wrapper(*args, **kwargs):
        print(f""Calling {func.__name__}"")
        result = func(*args, **kwargs)
        print(""Done"")
        return result
    return wrapper

@logger
def add(a, b):
    return a + b

print(add(2, 3))",,A decorator is a function that takes another function as an argument and returns a new wrapper function that adds behavior before and/or after the original call. The wrapper uses *args and **kwargs so it can forward any arguments to the original. func.__name__ gives the original function's name string.,2026-05-08 16:09:43.223008+00,"Calling add
Done
5",python
H002,hard,generators,write_the_code,Write a generator function countdown(n) that yields integers from n down to 1. Iterate over countdown(5) and print each value on its own line.,"def countdown(n):
    while n >= 1:
        yield n
        n -= 1

for num in countdown(5):
    print(num)",,"A generator function uses yield instead of return to produce a sequence of values one at a time. Each time next() is called (implicitly by a for loop), execution resumes right after the last yield. This makes generators memory-efficient because they produce values lazily instead of building a full list upfront.",2026-05-08 16:09:43.223008+00,"5
4
3
2
1",python
H003,hard,context_managers,write_the_code,"Use @contextlib.contextmanager to write a context manager called tag(name) that prints ""<name>"" on enter and ""</name>"" on exit. Use it with a with block that prints ""Hello"" — where name is ""div"".","from contextlib import contextmanager

@contextmanager
def tag(name):
    print(f""<{name}>"")
    yield
    print(f""</{name}>"")

with tag(""div""):
    print(""Hello"")",,"@contextlib.contextmanager converts a generator function into a context manager. Everything before yield runs as __enter__ logic, the yielded value (if any) is bound by as, and everything after yield runs as __exit__ logic. This is simpler than writing a full class with __enter__ and __exit__.",2026-05-08 16:09:43.223008+00,"<div>
Hello
</div>",python
H004,hard,error_handling,write_the_code,"Write a function safe_divide(a, b) that tries to divide a by b. If b is zero, catch the ZeroDivisionError and return the string ""Cannot divide by zero"". Use a finally block to always print ""Operation complete"". Call safe_divide(10, 0) and print its return value.","def safe_divide(a, b):
    try:
        return a / b
    except ZeroDivisionError:
        return ""Cannot divide by zero""
    finally:
        print(""Operation complete"")

print(safe_divide(10, 0))",,The try block attempts the risky operation. The except clause catches a specific error type and provides a fallback return value. The finally clause always executes — even when a return is reached inside try or except — making it ideal for cleanup or status messages.,2026-05-08 16:09:43.223008+00,"Operation complete
Cannot divide by zero",python
H005,hard,oop_basics,write_the_code,"Write a class BankAccount with __init__(owner, balance=0), a deposit(amount) method that adds to the balance, and a withdraw(amount) method that subtracts from the balance but raises ValueError(""Insufficient funds"") if the amount exceeds the balance. Create an account, deposit 100, withdraw 40, and print the balance.","class BankAccount:
    def __init__(self, owner, balance=0):
        self.owner = owner
        self.balance = balance

    def deposit(self, amount):
        self.balance += amount

    def withdraw(self, amount):
        if amount > self.balance:
            raise ValueError(""Insufficient funds"")
        self.balance -= amount

account = BankAccount(""Alice"")
account.deposit(100)
account.withdraw(40)
print(account.balance)",,"__init__ is the constructor that sets up instance attributes via self. Instance methods receive self as their first argument, which refers to the object being operated on. Raising ValueError with a descriptive message is the standard Python pattern for signalling invalid operations.",2026-05-08 16:09:43.223008+00,60,python
H006,hard,oop_inheritance,write_the_code,"Write a base class Animal with a method speak() that returns ""..."". Write a subclass Dog that overrides speak() to return ""Woof"". Create a Dog instance and print the result of calling speak() on it.","class Animal:
    def speak(self):
        return ""...""

class Dog(Animal):
    def speak(self):
        return ""Woof""

dog = Dog()
print(dog.speak())",,"Inheritance lets a subclass reuse and extend a parent class. When Dog overrides speak(), calling the method on a Dog instance uses the subclass version, not the parent's. This is method overriding and is central to polymorphism — the same call produces different behavior depending on the object's actual type.",2026-05-08 16:09:43.223008+00,Woof,python
H007,hard,dunder_methods,write_the_code,"Write a class Vector with __init__(x, y), an __add__ method that returns a new Vector whose coordinates are the element-wise sum of both vectors, and a __str__ method that returns ""Vector(x, y)"". Print the result of Vector(1, 2) + Vector(3, 4).","class Vector:
    def __init__(self, x, y):
        self.x = x
        self.y = y

    def __add__(self, other):
        return Vector(self.x + other.x, self.y + other.y)

    def __str__(self):
        return f""Vector({self.x}, {self.y})""

print(Vector(1, 2) + Vector(3, 4))",,Dunder methods let you define how your objects behave with built-in operators and functions. __add__ is called when you use the + operator between two instances. __str__ is called by print() and str() to produce a human-readable representation. Both make custom classes feel like native Python types.,2026-05-08 16:09:43.223008+00,"Vector(4, 6)",python
H008,hard,itertools,write_the_code,"Import itertools.chain and use it to combine [1, 2, 3] and [4, 5, 6] into a single sequence. Print each element on its own line.","from itertools import chain

for item in chain([1, 2, 3], [4, 5, 6]):
    print(item)",,"itertools.chain takes multiple iterables and returns an iterator that yields elements from the first, then the second, and so on — without building a new combined list. It is memory-efficient for stitching together sequences that are processed one item at a time.",2026-05-08 16:09:43.223008+00,"1
2
3
4
5
6",python
H009,hard,functools,write_the_code,Use functools.partial and operator.mul to create a function called double that multiplies its argument by 2. Print double(7).,"import functools
import operator

double = functools.partial(operator.mul, 2)
print(double(7))",,"functools.partial creates a new callable by freezing one or more arguments of an existing function. operator.mul(a, b) is the function form of a * b. Fixing the first argument to 2 produces a one-argument function that always multiplies its input by 2.",2026-05-08 16:09:43.223008+00,14,python
H010,hard,closures,write_the_code,Write a factory function make_multiplier(n) that returns an inner function which takes one argument x and returns n * x. Store make_multiplier(3) in a variable triple and print triple(10).,"def make_multiplier(n):
    def multiplier(x):
        return n * x
    return multiplier

triple = make_multiplier(3)
print(triple(10))","def make_multiplier(n):
    return lambda x: n * x

triple = make_multiplier(3)
print(triple(10))","A closure is a function that retains access to variables from its enclosing scope, even after the outer function has returned. Here the inner function captures n from make_multiplier's local scope. triple(10) therefore computes 3 * 10 = 30 without needing n to be passed again.",2026-05-08 16:09:43.223008+00,30,python
H011,hard,decorators,write_the_code,"Write a decorator count_calls that sets a call_count attribute to 0 on the wrapper function and increments it every time the decorated function is called. Apply it to a function greet() that prints ""Hello"". Call greet() three times and print greet.call_count.","def count_calls(func):
    def wrapper(*args, **kwargs):
        wrapper.call_count += 1
        return func(*args, **kwargs)
    wrapper.call_count = 0
    return wrapper

@count_calls
def greet():
    print(""Hello"")

greet()
greet()
greet()
print(greet.call_count)",,"Functions are objects in Python, so you can set attributes directly on them. The decorator initialises wrapper.call_count = 0 before returning the wrapper. Each call increments it. Because @count_calls replaces greet with wrapper, greet.call_count exposes that counter.",2026-05-08 16:09:43.223008+00,"Hello
Hello
Hello
3",python
H012,hard,generators,write_the_code,"Write a generator expression that produces the squares of numbers from 1 to 10, but only includes a square if it is odd. Print each value produced by the generator on its own line.","gen = (x**2 for x in range(1, 11) if x % 2 != 0)
for value in gen:
    print(value)","for value in (x**2 for x in range(1, 11) if x**2 % 2 != 0):
    print(value)","A generator expression is written like a list comprehension but wrapped in parentheses instead of square brackets. It produces values lazily. Only odd numbers (1, 3, 5, 7, 9) produce odd squares, giving 1, 9, 25, 49, 81. Even numbers squared are always even so the filter x % 2 != 0 excludes them.",2026-05-08 16:09:43.223008+00,"1
9
25
49
81",python
H013,hard,error_handling,write_the_code,"Define a custom exception class NegativeValueError that inherits from ValueError. Write a function square_root(n) that raises NegativeValueError(""Cannot take square root of negative number"") when n < 0. Call square_root(-4) inside a try/except block and print the exception message.","class NegativeValueError(ValueError):
    pass

def square_root(n):
    if n < 0:
        raise NegativeValueError(""Cannot take square root of negative number"")
    return n ** 0.5

try:
    square_root(-4)
except NegativeValueError as e:
    print(e)",,Custom exceptions are created by subclassing a built-in exception. Inheriting from ValueError means callers can catch NegativeValueError specifically or catch the broader ValueError. The exception message is stored as the first argument and accessible via str(e) or e.args[0].,2026-05-08 16:09:43.223008+00,Cannot take square root of negative number,python
H014,hard,dunder_methods,write_the_code,"Write a class Stack backed by a list. Implement push(item), pop(), __len__ (returns the number of items), and __repr__ (returns ""Stack([...])""). Push 1, 2, 3 onto a new stack, then print len(stack) and repr(stack).","class Stack:
    def __init__(self):
        self._items = []

    def push(self, item):
        self._items.append(item)

    def pop(self):
        return self._items.pop()

    def __len__(self):
        return len(self._items)

    def __repr__(self):
        return f""Stack({self._items})""

stack = Stack()
stack.push(1)
stack.push(2)
stack.push(3)
print(len(stack))
print(repr(stack))",,__len__ is called by len() and must return a non-negative integer. __repr__ is called by repr() and the interactive shell — it should return a string that clearly identifies the object's contents. Implementing these dunders makes your class integrate naturally with Python's built-in functions.,2026-05-08 16:09:43.223008+00,"3
Stack([1, 2, 3])",python
H015,hard,decorators,fill_in_the_blank,"Fill in the blank so the decorator correctly exposes the wrapper to callers, then print a call result:

def decorator(func):
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return ___

@decorator
def add(a, b):
    return a + b

print(add(2, 3))","def decorator(func):
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

@decorator
def add(a, b):
    return a + b

print(add(2, 3))",,A decorator must return a callable so the decorated name points to something that can be invoked. Returning wrapper — the inner function — replaces the original function with the version that adds extra behavior.,2026-05-08 16:09:43.223008+00,5,python
H016,hard,decorators,fill_in_the_blank,"Fill in the blank to preserve the original function's __name__ and __doc__, then print the name:

import functools
def decorator(func):
    @functools.___(func)
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

@decorator
def greet():
    """"""Say hello.""""""
    print(""Hello!"")

print(greet.__name__)","import functools
def decorator(func):
    @functools.wraps(func)
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

@decorator
def greet():
    """"""Say hello.""""""
    print(""Hello!"")

print(greet.__name__)",,"Without @functools.wraps(func), the decorated function's __name__ and __doc__ become those of wrapper, which breaks introspection and debugging. @functools.wraps(func) copies those attributes from func onto wrapper automatically.",2026-05-08 16:09:43.223008+00,greet,python
H017,hard,generators,fill_in_the_blank,"Fill in the keyword that pauses the function and sends a value to the caller, then print the collected values:

def gen():
    for i in range(3):
        ___ i

print(list(gen()))","def gen():
    for i in range(3):
        yield i

print(list(gen()))",,"yield suspends the generator function's execution, sends the value to the caller, and resumes from the same point on the next call to next(). Unlike return, yield does not end the function — it merely pauses it until the next value is requested.",2026-05-08 16:09:43.223008+00,"[0, 1, 2]",python
H018,hard,generators,fill_in_the_blank,"Fill in the built-in function that retrieves the next value from a generator object:

def countdown(n):
    while n > 0:
        yield n
        n -= 1

g = countdown(3)
print(___(g))","def countdown(n):
    while n > 0:
        yield n
        n -= 1

g = countdown(3)
print(next(g))",,"next(iterator) calls the iterator's __next__ method, which resumes the generator until the next yield and returns the yielded value. When the generator is exhausted, next() raises StopIteration — unless you pass a default as the second argument, e.g. next(g, None).",2026-05-08 16:09:43.223008+00,3,python
H019,hard,context_managers,fill_in_the_blank,"Fill in the dunder method name that is called when Python enters the with block:

class CM:
    def ___(self):
        print(""entering"")
        return self
    def __exit__(self, *args):
        print(""exiting"")

with CM():
    print(""inside"")","class CM:
    def __enter__(self):
        print(""entering"")
        return self
    def __exit__(self, *args):
        print(""exiting"")

with CM():
    print(""inside"")",,"The with statement protocol calls __enter__ at the start of the block and __exit__ at the end, regardless of whether an exception occurred. The value returned by __enter__ is bound to the variable after as.",2026-05-08 16:09:43.223008+00,"entering
inside
exiting",python
H020,hard,error_handling,fill_in_the_blank,"Fill in the variable name that binds the caught exception so it can be inspected:

def risky():
    raise ValueError(""boom"")

try:
    risky()
except ValueError as ___:
    print(e)","def risky():
    raise ValueError(""boom"")

try:
    risky()
except ValueError as e:
    print(e)",,"The as clause in an except statement binds the exception object to a name so you can inspect its message, type, or attributes. By convention e is the standard name, but any valid identifier works. The binding is only in scope inside the except block.",2026-05-08 16:09:43.223008+00,boom,python
H021,hard,error_handling,fill_in_the_blank,"Fill in the clause that always executes regardless of whether an exception occurred:

def open_connection():
    raise ConnectionError()

try:
    open_connection()
except ConnectionError:
    print(""failed"")
___:
    print(""always runs"")","def open_connection():
    raise ConnectionError()

try:
    open_connection()
except ConnectionError:
    print(""failed"")
finally:
    print(""always runs"")",,"The finally clause runs whether the try block succeeded, raised a caught exception, raised an uncaught exception, or executed a return or break. It is the standard place for cleanup actions like closing files, releasing locks, or printing status.",2026-05-08 16:09:43.223008+00,"failed
always runs",python
H022,hard,oop_basics,fill_in_the_blank,"Fill in the method name that initialises instance attributes when a new object is created, then print one:

class Dog:
    def ___(self, name):
        self.name = name

d = Dog(""Rex"")
print(d.name)","class Dog:
    def __init__(self, name):
        self.name = name

d = Dog(""Rex"")
print(d.name)",,__init__ is the initialiser method called automatically by Python after a new object is allocated. It receives the new instance as self and sets up its initial state. It does not return a value — it only mutates self.,2026-05-08 16:09:43.223008+00,Rex,python
H023,hard,oop_inheritance,fill_in_the_blank,"Fill in the built-in call that gives access to the parent class so its __init__ is not skipped:

class Animal:
    def __init__(self, name):
        self.name = name

class Dog(Animal):
    def __init__(self, name):
        ___().__init__(name)
        self.tricks = []

d = Dog(""Rex"")
print(d.name)","class Animal:
    def __init__(self, name):
        self.name = name

class Dog(Animal):
    def __init__(self, name):
        super().__init__(name)
        self.tricks = []

d = Dog(""Rex"")
print(d.name)",,super() returns a proxy object that delegates method calls to the parent class in the method resolution order. Calling super().__init__(name) runs Animal's __init__ so that the parent's setup is not skipped when the child overrides the method.,2026-05-08 16:09:43.223008+00,Rex,python
H024,hard,dunder_methods,fill_in_the_blank,"Fill in the dunder method name so that print(obj) displays a human-readable string:

class Point:
    def __init__(self, x, y):
        self.x, self.y = x, y
    def ___(self):
        return f""Point({self.x}, {self.y})""

print(Point(1, 2))","class Point:
    def __init__(self, x, y):
        self.x, self.y = x, y
    def __str__(self):
        return f""Point({self.x}, {self.y})""

print(Point(1, 2))",,"__str__ is called by str() and print() to get a friendly, human-readable representation. __repr__ is the other string dunder, but it targets developers and is used by repr() and the interactive shell. When __str__ is not defined, Python falls back to __repr__.",2026-05-08 16:09:43.223008+00,"Point(1, 2)",python
H025,hard,functools,fill_in_the_blank,"Fill in the decorator name that caches return values so repeated calls with the same arguments skip recomputation:

import functools
@functools.___()
def fib(n):
    if n < 2: return n
    return fib(n - 1) + fib(n - 2)

print(fib(10))","import functools
@functools.lru_cache()
def fib(n):
    if n < 2: return n
    return fib(n - 1) + fib(n - 2)

print(fib(10))",,functools.lru_cache wraps a function with a Least Recently Used cache. Repeated calls with the same arguments return the cached result immediately. This turns the naive exponential Fibonacci recursion into an O(n) computation by memoising each subproblem.,2026-05-08 16:09:43.223008+00,55,python
H026,hard,itertools,fill_in_the_blank,"Fill in the function name so the output is [0, 1, 2, 3, 4, 5]:

from itertools import ___
print(list(___(range(3), range(3, 6))))","from itertools import chain
print(list(chain(range(3), range(3, 6))))",,"itertools.chain takes multiple iterables and returns a single iterator that yields elements from each in sequence. It never builds an intermediate combined list, making it memory-efficient for large sequences.",2026-05-08 16:11:13.914963+00,"[0, 1, 2, 3, 4, 5]",python
H027,hard,decorators,output_prediction,"What does this code print?
def logger(func):
    def wrapper(*args, **kwargs):
        print(f""Calling {func.__name__}"")
        result = func(*args, **kwargs)
        print(""Done"")
        return result
    return wrapper

@logger
def add(a, b):
    return a + b

print(add(2, 3))","Calling add
Done
5",,"add(2, 3) actually calls wrapper(2, 3). The wrapper prints ""Calling add"", calls the original add which returns 5, prints ""Done"", then returns 5. The outer print() receives that return value and prints 5 on its own line.",2026-05-08 16:11:13.914963+00,"Calling add
Done
5",python
H028,hard,generators,output_prediction,"What does this code print?
def gen():
    yield 1
    yield 2
    yield 3

g = gen()
print(next(g))
print(next(g))","1
2",,"Calling gen() creates the generator object without executing any code. The first next(g) runs until the first yield, producing 1. The second next(g) resumes from after the first yield and runs to the second yield, producing 2. The third yield is never reached.",2026-05-08 16:11:13.914963+00,"1
2",python
H029,hard,oop_basics,output_prediction,"What does this code print?
class Counter:
    count = 0
    def inc(self):
        Counter.count += 1

a = Counter()
b = Counter()
a.inc()
b.inc()
print(Counter.count)",2,,"count is a class variable — it belongs to Counter itself, not to any individual instance. Both a.inc() and b.inc() modify Counter.count directly (not self.count), so both increments affect the same shared value. The final print shows 2.",2026-05-08 16:11:13.914963+00,2,python
H030,hard,oop_inheritance,output_prediction,"What does this code print?
class A:
    def hello(self):
        return ""A""

class B(A):
    def hello(self):
        return ""B""

print(B().hello())",B,,"B overrides hello() with its own version. When hello() is called on a B instance, Python resolves the method by looking up B's class first. Since B defines hello(), Python uses that version, returning ""B"" — the parent's implementation is never reached.",2026-05-08 16:11:13.914963+00,B,python
H031,hard,dunder_methods,output_prediction,"What does this code print?
class N:
    def __init__(self, v):
        self.v = v
    def __add__(self, other):
        return N(self.v + other.v)
    def __str__(self):
        return str(self.v)

print(N(3) + N(4))",7,,"N(3) + N(4) triggers __add__, which creates a new N object with v = 3 + 4 = 7. print() then calls __str__ on that object, which returns str(7) = ""7"". Python prints that string.",2026-05-08 16:11:13.914963+00,7,python
H032,hard,error_handling,output_prediction,"What does this code print?
try:
    x = 1 / 0
except ZeroDivisionError:
    print(""caught"")
finally:
    print(""done"")","caught
done",,"1 / 0 raises ZeroDivisionError, which the except clause catches, printing ""caught"". The finally clause then runs unconditionally, printing ""done"". Because the exception was handled, execution continues normally after the entire block.",2026-05-08 16:11:13.914963+00,"caught
done",python
H033,hard,closures,output_prediction,"What does this code print?
def outer(x):
    def inner(y):
        return x + y
    return inner

add5 = outer(5)
print(add5(3))",8,,"outer(5) creates inner and returns it. At that moment, inner closes over the value x=5 from outer's scope. Calling add5(3) invokes inner(3), which computes 5 + 3 = 8. The variable x is kept alive by the closure even though outer has finished running.",2026-05-08 16:11:13.914963+00,8,python
H034,hard,itertools,output_prediction,"What does this code print?
from itertools import islice

gen = (x**2 for x in range(100))
print(list(islice(gen, 4)))","[0, 1, 4, 9]",,"The generator expression lazily produces squares: 0, 1, 4, 9, 16, ... itertools.islice(gen, 4) takes only the first 4 values without consuming or storing the rest. list() materialises those 4 values into [0, 1, 4, 9].",2026-05-08 16:11:13.914963+00,"[0, 1, 4, 9]",python
H035,hard,decorators,spot_the_bug,"After this decorator is applied, greet.__name__ prints ""wrapper"" instead of ""greet"". Add the one line that fixes it so the original name is preserved.

def my_decorator(func):
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

@my_decorator
def greet():
    """"""Say hello.""""""
    print(""Hello!"")

print(greet.__name__)","import functools

def my_decorator(func):
    @functools.wraps(func)
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

@my_decorator
def greet():
    """"""Say hello.""""""
    print(""Hello!"")

print(greet.__name__)",,"Without @functools.wraps(func), the decorated name greet points to wrapper, inheriting wrapper's __name__ and __doc__. The fix is to add @functools.wraps(func) directly above def wrapper(...). This copies the original function's attributes onto wrapper so introspection and debugging tools see the correct name.",2026-05-08 16:11:13.914963+00,greet,python
H036,hard,generators,spot_the_bug,"This loop raises StopIteration on the 6th call to next() because the generator only yields 5 values. Fix it to stop cleanly, printing each value.

g = (x for x in range(5))
for _ in range(6):
    print(next(g))","g = (x for x in range(5))
for _ in range(6):
    value = next(g, None)
    if value is None:
        break
    print(value)",,"The generator yields values 0 through 4 (five values). The 6th call to next(g) finds no more values and raises StopIteration. A for-in loop handles this automatically, but calling next() manually does not. Guard against it by passing a sentinel default: next(g, None), which returns None instead of raising when the generator is exhausted.",2026-05-08 16:11:13.914963+00,"0
1
2
3
4",python
H037,hard,oop_basics,what_is_the_result,"What does this code print, and why is the result surprising?
class Dog:
    tricks = []
    def add_trick(self, t):
        self.tricks.append(t)

a = Dog()
b = Dog()
a.add_trick(""roll"")
print(b.tricks)",['roll'],,"tricks is a class variable — a single list shared by every Dog instance. When a.add_trick(""roll"") calls self.tricks.append(t), Python looks up tricks on the class (since it is not on the instance) and mutates that shared list in place. b.tricks sees the same object. Fix: initialise self.tricks = [] inside __init__ to give each instance its own list.",2026-05-08 16:11:13.914963+00,['roll'],python
H038,hard,oop_inheritance,spot_the_bug,"This code raises AttributeError: 'B' object has no attribute 'x' because B.__init__ never runs A.__init__. Fix it so b.x is set, then print it.

class A:
    def __init__(self):
        self.x = 1

class B(A):
    def __init__(self):
        self.y = 2

b = B()
print(b.x)","class A:
    def __init__(self):
        self.x = 1

class B(A):
    def __init__(self):
        super().__init__()
        self.y = 2

b = B()
print(b.x)",,"B.__init__ overrides A.__init__ completely without calling super().__init__(). That means A's initialiser never runs, so self.x is never set on the instance. The fix is to add super().__init__() as the first line of B.__init__, which runs the parent's setup before adding B-specific attributes.",2026-05-08 16:11:13.914963+00,1,python
H039,hard,error_handling,spot_the_bug,"This code raises ValueError, but the except clause only catches TypeError, so it is never handled. Fix the except clause so the error is caught and ""caught"" is printed.

try:
    raise ValueError(""bad input"")
except TypeError:
    print(""caught"")","try:
    raise ValueError(""bad input"")
except ValueError:
    print(""caught"")",,"The except clause only catches TypeError. ValueError is not a subclass of TypeError, so Python does not enter the except block. The exception continues propagating up the call stack and crashes the program. Fix by catching ValueError directly, or catching the common base Exception if multiple types are acceptable.",2026-05-08 16:11:13.914963+00,caught,python
H040,hard,context_managers,spot_the_bug,"Using this class in a with block raises AttributeError: __exit__ because the context manager is missing that method. Add it so the block runs and prints ""done"".

class Broken:
    def __enter__(self):
        return self

with Broken() as b:
    print(""done"")","class Broken:
    def __enter__(self):
        return self

    def __exit__(self, *args):
        return False

with Broken() as b:
    print(""done"")",,"The with statement protocol requires both __enter__ and __exit__. Python calls __exit__ at the end of every with block to handle cleanup and exception suppression. Since Broken has no __exit__, Python raises AttributeError. Fix by adding def __exit__(self, exc_type, exc_val, exc_tb): return False.",2026-05-08 16:11:13.914963+00,done,python
