id,tier,topic,type,question,answer,alternative_answer,explanation,created_at,expected_output,language
I001,intermediate,list_comprehension,write_the_code,Write a list comprehension that creates a list of squares of all even numbers from 1 to 10. Print the result.,"result = [x**2 for x in range(1, 11) if x % 2 == 0]
print(result)","result = [x**2 for x in range(2, 11, 2)]
print(result)","A list comprehension [expr for var in iterable if condition] builds a list in one line. range(1, 11) gives numbers 1 through 10. The condition x % 2 == 0 keeps only even numbers, and x**2 squares each one.",2026-05-08 16:06:46.436141+00,"[4, 16, 36, 64, 100]",python
I002,intermediate,dict_comprehension,write_the_code,"Write a dict comprehension that maps each word in [""cat"", ""dog"", ""elephant""] to its length. Print the result.","words = [""cat"", ""dog"", ""elephant""]
result = {word: len(word) for word in words}
print(result)",,"A dict comprehension {key_expr: value_expr for var in iterable} builds a dictionary in one line. Here len(word) computes the length of each string, so each word becomes the key and its character count becomes the value.",2026-05-08 16:06:46.436141+00,"{'cat': 3, 'dog': 3, 'elephant': 8}",python
I003,intermediate,set_comprehension,write_the_code,"Write a set comprehension that contains the first letter of each word in [""apple"", ""banana"", ""avocado"", ""blueberry""]. Print the result.","words = [""apple"", ""banana"", ""avocado"", ""blueberry""]
result = {word[0] for word in words}
print(result)",,"A set comprehension {expr for var in iterable} builds a set, which automatically removes duplicates. word[0] gets the first character of each word. Since multiple words share the same first letter, the result is the set {'a', 'b'}.",2026-05-08 16:06:46.436141+00,"{'a', 'b'}",python
I004,intermediate,functions_default_args,write_the_code,"Write a function greet(name, greeting=""Hello"") that prints the greeting and name in the format ""Hello, Alice!"". Call it as greet(""Alice"") then greet(""Bob"", ""Hi"").","def greet(name, greeting=""Hello""):
    print(f""{greeting}, {name}!"")

greet(""Alice"")
greet(""Bob"", ""Hi"")",,"Default arguments give a parameter a fallback value used when the caller does not supply one. When greet(""Alice"") is called, greeting stays ""Hello"". When greet(""Bob"", ""Hi"") is called, greeting is overridden to ""Hi"".",2026-05-08 16:06:46.436141+00,"Hello, Alice!
Hi, Bob!",python
I005,intermediate,args,write_the_code,"Write a function total(*numbers) that returns the sum of any number of positional arguments. Print total(1, 2, 3, 4).","def total(*numbers):
    return sum(numbers)

print(total(1, 2, 3, 4))",,"The *args syntax collects all extra positional arguments into a tuple. Inside the function, numbers is that tuple, so sum(numbers) adds them all. This lets callers pass any number of values without defining fixed parameters.",2026-05-08 16:06:46.436141+00,10,python
I006,intermediate,kwargs,write_the_code,"Write a function display(**info) that prints each key and value on its own line in the format ""name: Alice"". Call it with name=""Alice"", age=30.","def display(**info):
    for key, value in info.items():
        print(f""{key}: {value}"")

display(name=""Alice"", age=30)",,"The **kwargs syntax collects all extra keyword arguments into a dictionary. Iterating over info.items() gives (key, value) pairs, which you can print with an f-string or .format(). The caller uses keyword syntax to pass named values.",2026-05-08 16:06:46.436141+00,"name: Alice
age: 30",python
I007,intermediate,scope,write_the_code,Write a function make_counter() that defines an inner function increment() which adds 1 to a nonlocal variable count each time it is called. Return increment. Call the returned function 3 times and print the count after the third call.,"def make_counter():
    count = 0
    def increment():
        nonlocal count
        count += 1
        return count
    return increment

counter = make_counter()
counter()
counter()
print(counter())",,"nonlocal lets an inner function read and modify a variable from its enclosing scope without making it global. Each call to increment() adds 1 to the count variable that lives in make_counter's frame, so after 3 calls count is 3.",2026-05-08 16:06:46.436141+00,3,python
I008,intermediate,lambda,write_the_code,"Write a lambda expression that takes two numbers and returns the larger one. Store it in a variable called bigger and print bigger(5, 9).","bigger = lambda a, b: a if a > b else b
print(bigger(5, 9))",,"A lambda is an anonymous one-expression function. The conditional expression a if a > b else b evaluates and returns whichever of the two arguments is greater. For bigger(5, 9), 9 > 5 is False so the else branch returns 9.",2026-05-08 16:06:46.436141+00,9,python
I009,intermediate,string_methods,write_the_code,"Given sentence = ""the quick brown fox"", write code that splits it into words, capitalizes the first letter of each word, joins them back with a single space, and prints the result.","sentence = ""the quick brown fox""
words = sentence.split()
print("" "".join(word.capitalize() for word in words))","sentence = ""the quick brown fox""
print("" "".join(w.capitalize() for w in sentence.split()))","str.split() breaks a string on whitespace into a list of words. str.capitalize() uppercases the first character and lowercases the rest. "" "".join(words) reassembles the list into a single string with spaces between items.",2026-05-08 16:06:46.436141+00,The Quick Brown Fox,python
I010,intermediate,dict_crud,write_the_code,"Write code that creates a dictionary scores = {""Alice"": 90, ""Bob"": 78}, adds ""Carol"" with a score of 95, updates Bob's score to 85, removes Alice, then prints the final dictionary.","scores = {""Alice"": 90, ""Bob"": 78}
scores[""Carol""] = 95
scores[""Bob""] = 85
del scores[""Alice""]
print(scores)",,"Dictionaries support direct key assignment for both adding and updating. scores[""Carol""] = 95 adds a new key. scores[""Bob""] = 85 updates an existing one. del scores[""Alice""] removes the key-value pair entirely.",2026-05-08 16:06:46.436141+00,"{'Bob': 85, 'Carol': 95}",python
I011,intermediate,dict_iteration,write_the_code,"Write code that iterates over the dictionary {""a"": 1, ""b"": 2, ""c"": 3} and prints each key-value pair in the format ""a -> 1"".","d = {""a"": 1, ""b"": 2, ""c"": 3}
for k, v in d.items():
    print(f""{k} -> {v}"")",,"dict.items() returns each key-value pair as a tuple. Unpacking it with for k, v in d.items() lets you use both the key and value directly in the loop body, making it easy to format each pair.",2026-05-08 16:06:46.436141+00,"a -> 1
b -> 2
c -> 3",python
I012,intermediate,set_operations,write_the_code,"Write code that creates two sets A = {1, 2, 3, 4} and B = {3, 4, 5, 6}. Print their union, intersection, and difference A - B on separate lines.","A = {1, 2, 3, 4}
B = {3, 4, 5, 6}
print(A | B)
print(A & B)
print(A - B)","A = {1, 2, 3, 4}
B = {3, 4, 5, 6}
print(A.union(B))
print(A.intersection(B))
print(A.difference(B))",Set operators mirror mathematical set theory. | (or .union()) combines both sets. & (or .intersection()) returns only shared elements. - (or .difference()) returns elements in A that are not in B.,2026-05-08 16:06:46.436141+00,"{1, 2, 3, 4, 5, 6}
{3, 4}
{1, 2}",python
I013,intermediate,nested_loops,write_the_code,"Write nested loops that print a 3x3 multiplication table. Each line should follow the format ""1 x 1 = 1"". Use an outer loop for rows (1 to 3) and an inner loop for columns (1 to 3).","for i in range(1, 4):
    for j in range(1, 4):
        print(f""{i} x {j} = {i * j}"")",,"Nesting a for loop inside another lets you visit every combination of two ranges. The outer loop controls the row number and the inner loop controls the column, so the body executes 3 x 3 = 9 times total.",2026-05-08 16:06:46.436141+00,"1 x 1 = 1
1 x 2 = 2
1 x 3 = 3
2 x 1 = 2
2 x 2 = 4
2 x 3 = 6
3 x 1 = 3
3 x 2 = 6
3 x 3 = 9",python
I014,intermediate,list_comprehension,fill_in_the_blank,"Fill in the blank to keep only even numbers, then print them:

evens = [x for x in range(20) if ___]
print(evens)","evens = [x for x in range(20) if x % 2 == 0]
print(evens)",,"The if clause in a list comprehension acts as a filter. x % 2 == 0 uses the modulo operator to check whether x divides evenly by 2, which is true for every even number.",2026-05-08 16:06:46.436141+00,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",python
I015,intermediate,dict_comprehension,fill_in_the_blank,"Fill in the missing keyword to invert a dictionary (swap keys and values), then print it:

d = {""a"": 1, ""b"": 2}
inv = {v: k for k, v ___ d.items()}
print(inv)","d = {""a"": 1, ""b"": 2}
inv = {v: k for k, v in d.items()}
print(inv)",,"The for clause in a comprehension uses the keyword in to iterate over an iterable. d.items() yields (key, value) tuples, and the unpacking k, v separates them so you can swap their roles in the output.",2026-05-08 16:06:46.436141+00,"{1: 'a', 2: 'b'}",python
I016,intermediate,functions_default_args,fill_in_the_blank,"Fill in the default value so that power(3) returns 9, then print it:

def power(base, exp=___): return base ** exp
print(power(3))","def power(base, exp=2): return base ** exp
print(power(3))",,"A default argument is written as parameter=value in the function signature. With exp=2, calling power(3) computes 3 ** 2 which equals 9. The caller can still override it, e.g. power(3, 3) returns 27.",2026-05-08 16:06:46.436141+00,9,python
I017,intermediate,args,fill_in_the_blank,"Fill in the blank so the function returns the sum of all positional arguments, then print it:

def total(*nums): return ___(nums)
print(total(1, 2, 3, 4))","def total(*nums): return sum(nums)
print(total(1, 2, 3, 4))",,*nums collects all positional arguments into a tuple called nums. The built-in sum() then adds every element of that tuple together and returns the total.,2026-05-08 16:06:46.436141+00,10,python
I018,intermediate,lambda,fill_in_the_blank,"Fill in the expression so this lambda doubles its input, then print a call result:

double = lambda x: ___
print(double(5))","double = lambda x: x * 2
print(double(5))",,"A lambda body is a single expression whose value is automatically returned. x * 2 multiplies the argument by 2, so double(5) returns 10.",2026-05-08 16:06:46.436141+00,10,python
I019,intermediate,string_methods,fill_in_the_blank,"Fill in the method name that splits a string on "", "", then print the list:

sentence = ""a, b, c""
words = sentence.___(', ')
print(words)","sentence = ""a, b, c""
words = sentence.split(', ')
print(words)",,"str.split(sep) breaks a string into a list of substrings at every occurrence of sep. ""a, b, c"".split("", "") produces [""a"", ""b"", ""c""].",2026-05-08 16:06:46.436141+00,"['a', 'b', 'c']",python
I020,intermediate,string_methods,fill_in_the_blank,"Fill in the method name that inserts ""World"" into the placeholder, then print the message:

msg = ""Hello, {}!"".___('World')
print(msg)","msg = ""Hello, {}!"".format('World')
print(msg)",,"str.format() replaces each {} placeholder in the string with the corresponding argument in order. ""Hello, {}!"".format(""World"") produces ""Hello, World!"".",2026-05-08 16:06:46.436141+00,"Hello, World!",python
I021,intermediate,dict_iteration,fill_in_the_blank,"Fill in the method name that returns all keys of a dictionary as a view object, then print each key:

d = {""a"": 1, ""b"": 2}
for key in d.___():
    print(key)","d = {""a"": 1, ""b"": 2}
for key in d.keys():
    print(key)",,"dict.keys() returns a live view of all keys in the dictionary. Iterating over it visits every key without creating an extra list, and the view stays in sync if the dictionary changes.",2026-05-08 16:06:46.436141+00,"a
b",python
I022,intermediate,set_operations,fill_in_the_blank,"Fill in the operator that gives the intersection of two sets, then print the sorted result:

A = {1, 2, 3}
B = {2, 3, 4}
common = A ___ B
print(sorted(common))","A = {1, 2, 3}
B = {2, 3, 4}
common = A & B
print(sorted(common))",,"The & operator computes the intersection of two sets — the elements that appear in both. It is equivalent to A.intersection(B). For example, {1,2,3} & {2,3,4} gives {2, 3}.",2026-05-08 16:06:46.436141+00,"[2, 3]",python
I023,intermediate,scope,fill_in_the_blank,"Fill in the keyword so the inner function can modify the outer variable count, then print the total:

def outer():
    count = 0
    def inner():
        ___ count
        count += 1
    inner()
    inner()
    return count

print(outer())","def outer():
    count = 0
    def inner():
        nonlocal count
        count += 1
    inner()
    inner()
    return count

print(outer())",,"Without nonlocal, assigning to count inside inner() creates a new local variable, leaving the outer count unchanged. The nonlocal keyword tells Python to look up the enclosing scope for that name instead of creating a new binding.",2026-05-08 16:06:46.436141+00,2,python
I024,intermediate,list_comprehension,output_prediction,"What does this code print?
print([x**2 for x in range(5)])","[0, 1, 4, 9, 16]",,"range(5) yields 0, 1, 2, 3, 4. The comprehension squares each value: 0²=0, 1²=1, 2²=4, 3²=9, 4²=16. The result is a list, so Python prints it with square brackets and commas.",2026-05-08 16:06:46.436141+00,"[0, 1, 4, 9, 16]",python
I025,intermediate,dict_crud,output_prediction,"What does this code print?
d = {'x': 10, 'y': 20}
d['x'] += 5
print(d['x'])",15,,"d[""x""] += 5 is shorthand for d[""x""] = d[""x""] + 5. It reads the current value (10), adds 5, and stores 15 back under the same key. print(d[""x""]) then outputs that updated value.",2026-05-08 16:06:46.436141+00,15,python
I026,intermediate,set_operations,output_prediction,"What does this code print?
s = {1, 2, 2, 3, 3, 3}
print(len(s))",3,,"A set stores only unique elements. Duplicate values 2 and 3 are automatically discarded when the set is created, leaving {1, 2, 3}. len() then counts those three distinct elements.",2026-05-08 16:06:46.436141+00,3,python
I027,intermediate,lambda,output_prediction,"What does this code print?
f = lambda a, b: a if a > b else b
print(f(4, 7))",7,,"The lambda returns whichever argument is greater using a conditional expression. With a=4 and b=7, the condition 4 > 7 is False, so the expression evaluates to b, which is 7.",2026-05-08 16:06:46.436141+00,7,python
I028,intermediate,string_methods,output_prediction,"What does this code print?
print('hello world'.split()[1].upper())",WORLD,,".split() with no argument splits on any whitespace, giving [""hello"", ""world""]. [1] picks the second element, ""world"". .upper() converts every character to uppercase, producing ""WORLD"".",2026-05-08 16:06:46.436141+00,WORLD,python
I029,intermediate,scope,output_prediction,"What does this code print?
x = 5
def f():
    x = 10
f()
print(x)",5,,"Inside f(), x = 10 creates a new local variable that shadows the global x — it does not modify it. When the function returns its local scope is discarded. The global x is still 5, so that is what print(x) outputs.",2026-05-08 16:06:46.436141+00,5,python
I030,intermediate,nested_loops,output_prediction,"What does this code print?
total = 0
for i in range(3):
    for j in range(3):
        total += 1
print(total)",9,,"The outer loop runs 3 times and the inner loop runs 3 times for each outer iteration, so total += 1 executes 3 x 3 = 9 times. total starts at 0 and ends at 9.",2026-05-08 16:06:46.436141+00,9,python
I031,intermediate,functions_default_args,spot_the_bug,"This function has a mutable-default-argument bug: the default list is shared across calls. Fix it so each call starts with a fresh list, then print add(1) and add(2).

def add(a, b=[]):
    b.append(a)
    return b

print(add(1))
print(add(2))","def add(a, b=None):
    if b is None:
        b = []
    b.append(a)
    return b

print(add(1))
print(add(2))",,Default argument values are evaluated once at function definition time. The same list object is reused every time b is not supplied by the caller. Fix this with b=None and then inside the function: if b is None: b = []. This creates a fresh list on every call.,2026-05-08 16:09:43.223008+00,"[1]
[2]",python
I032,intermediate,dict_crud,spot_the_bug,"This code raises KeyError: 'Bob' because 'Bob' is not in the dictionary. Fix it to look up 'Bob' safely, printing a default of 0 when the key is missing.

scores = {'Alice': 90}
print(scores['Bob'])","scores = {'Alice': 90}
print(scores.get('Bob', 0))",,"Accessing a dictionary with a key that does not exist raises a KeyError. The safe alternatives are scores.get(""Bob""), which returns None instead of raising, or scores.get(""Bob"", 0) to supply a default value, or checking first with if ""Bob"" in scores.",2026-05-08 16:09:43.223008+00,0,python
I033,intermediate,set_operations,what_is_the_result,"What does this code print?
a = {1, 2, 3}
b = a
b.add(4)
print(a)","{1, 2, 3, 4}",,"Sets are mutable objects. b = a does not copy the set — both names point to the same object in memory. When b.add(4) mutates that object, the change is visible through a as well. To make an independent copy, use b = a.copy().",2026-05-08 16:09:43.223008+00,"{1, 2, 3, 4}",python
I034,intermediate,list_comprehension,spot_the_bug,"The goal is to remove all 2s from the list, but modifying the list while iterating skips an element. Fix it so the result is [1, 3].

nums = [1, 2, 2, 3]
for n in nums:
    if n == 2:
        nums.remove(n)
print(nums)","nums = [1, 2, 2, 3]
nums = [n for n in nums if n != 2]
print(nums)",,"When the first 2 is removed, the list shifts left and the iterator's index advances past the second 2 without ever checking it. The safe fix is to iterate over a copy — for n in nums[:] — or use a list comprehension: nums = [n for n in nums if n != 2].",2026-05-08 16:09:43.223008+00,"[1, 3]",python
I035,intermediate,dict_crud,what_is_the_result,"What does this code print?
d = {}
d.setdefault('count', 0)
d['count'] += 1
d.setdefault('count', 99)
print(d['count'])",1,,"setdefault(key, default) only sets the value if the key is not already in the dictionary. The first call sets 'count' to 0. Then d['count'] += 1 makes it 1. The second setdefault call sees that 'count' already exists and does nothing, leaving the value as 1.",2026-05-08 16:09:43.223008+00,1,python
S001,simple,variables,write_the_code,Write code that stores the integer 7 in a variable called lucky_number and prints it.,"lucky_number = 7
print(lucky_number)",,"Variables are created with the = assignment operator. Writing lucky_number = 7 stores the integer 7. Calling print(lucky_number) then outputs the stored value, which is 7.",2026-05-08 16:06:40.849317+00,7,python
S002,simple,strings,write_the_code,"Write code that stores the string ""Python"" in a variable called language and prints it in all uppercase letters.","language = ""Python""
print(language.upper())",,"Strings are stored by assigning text in quotes to a variable. The .upper() method returns a new string with every character converted to uppercase, so language.upper() produces ""PYTHON"".",2026-05-08 16:06:40.849317+00,PYTHON,python
S003,simple,type_conversion,write_the_code,"Write code that converts the string ""50"" to an integer, adds 10 to it, and prints the result.","result = int(""50"") + 10
print(result)","n = int(""50"")
n += 10
print(n)","int() converts a string containing a whole number into an integer you can do arithmetic on. Without this conversion, adding 10 to ""50"" would raise a TypeError. int(""50"") gives 50, and 50 + 10 = 60.",2026-05-08 16:06:40.849317+00,60,python
S004,simple,operators,write_the_code,Write code that calculates and prints the remainder when 23 is divided by 4.,print(23 % 4),"remainder = 23 % 4
print(remainder)","The % operator (modulo) returns the remainder after integer division. 23 divided by 4 gives 5 with a remainder of 3 (because 4 × 5 = 20, and 23 − 20 = 3), so 23 % 4 evaluates to 3.",2026-05-08 16:06:40.849317+00,3,python
S005,simple,conditionals,write_the_code,"Write code that stores 15 in a variable called age. If age is greater than or equal to 18, print ""adult"". Otherwise, print ""minor"".","age = 15
if age >= 18:
    print(""adult"")
else:
    print(""minor"")",,"An if/else statement runs one of two blocks based on a condition. Since 15 is not >= 18, the if condition is False, so the else block runs and ""minor"" is printed.",2026-05-08 16:06:40.849317+00,minor,python
S006,simple,loops,write_the_code,"Write code that uses a for loop and range() to print the even numbers from 2 to 8, one per line.","for i in range(2, 9, 2):
    print(i)","for i in range(1, 9):
    if i % 2 == 0:
        print(i)","range(start, stop, step) generates numbers from start up to (but not including) stop, incrementing by step each time. range(2, 9, 2) produces 2, 4, 6, 8. The for loop prints each value on its own line.",2026-05-08 16:06:40.849317+00,"2
4
6
8",python
S007,simple,lists,write_the_code,"Write code that creates a list called planets containing ""Mercury"", ""Venus"", and ""Earth"". Print the last item in the list.","planets = [""Mercury"", ""Venus"", ""Earth""]
print(planets[-1])","planets = [""Mercury"", ""Venus"", ""Earth""]
print(planets[2])","Lists store multiple items in order. To access the last element you can use index -1, which always refers to the final item regardless of list length. planets[-1] returns ""Earth"".",2026-05-08 16:06:40.849317+00,Earth,python
S008,simple,strings,write_the_code,"Write code that stores the string ""  hello  "" in a variable and prints it with all leading and trailing spaces removed.","text = ""  hello  ""
print(text.strip())",,"The .strip() method removes all leading and trailing whitespace from a string and returns a new string. Calling .strip() on ""  hello  "" produces ""hello"".",2026-05-08 16:06:40.849317+00,hello,python
S009,simple,loops,write_the_code,"Write code that uses a while loop to count down from 3 to 1, printing each number, then prints ""Go!"" after the loop ends.","count = 3
while count >= 1:
    print(count)
    count -= 1
print(""Go!"")",,"A while loop runs as long as its condition is True. Starting count at 3 and subtracting 1 each iteration, the loop prints 3, 2, 1 before count reaches 0 and the condition becomes False. print(""Go!"") runs once after the loop exits.",2026-05-08 16:06:40.849317+00,"3
2
1
Go!",python
S010,simple,builtins,write_the_code,"Write code that creates the list [4, 7, 2, 9, 1] and prints the smallest number first, then the largest number on the next line.","nums = [4, 7, 2, 9, 1]
print(min(nums))
print(max(nums))",,"The built-in min() function returns the smallest value in an iterable, and max() returns the largest. min([4, 7, 2, 9, 1]) is 1 and max([4, 7, 2, 9, 1]) is 9. Each print() call outputs on its own line.",2026-05-08 16:06:40.849317+00,"1
9",python
S011,simple,tuples,write_the_code,"Write code that creates a tuple called colors containing ""red"", ""green"", and ""blue"". Print the length of the tuple.","colors = (""red"", ""green"", ""blue"")
print(len(colors))",,"Tuples are created by separating values with commas, usually wrapped in parentheses: colors = (""red"", ""green"", ""blue""). Like lists, tuples work with len(), which returns the number of elements. len(colors) returns 3.",2026-05-08 16:06:40.849317+00,3,python
S012,simple,lists,write_the_code,"Write code that creates an empty list called bag, appends ""book"" to it, then appends ""pen"", then prints the list.","bag = []
bag.append(""book"")
bag.append(""pen"")
print(bag)",,"An empty list is created with []. The .append() method adds a single item to the end of the list in place. After two appends, bag contains both items, and printing the list outputs it in standard list format: ['book', 'pen'].",2026-05-08 16:06:40.849317+00,"['book', 'pen']",python
S013,simple,variables,fill_in_the_blank,"Fill in the blank so the code prints 7.

counter = 10
counter = counter - 3
print(___)","counter = 10
counter = counter - 3
print(counter)",,"The variable counter is reassigned to 10 - 3 = 7. To print this updated value, you pass the variable name counter (without quotes) to print(). Passing the string ""counter"" in quotes would print the text counter, not the number 7.",2026-05-08 16:06:40.849317+00,7,python
S014,simple,strings,fill_in_the_blank,"Fill in the blank so the code prints: hello world

sentence = ""Hello World""
print(sentence.___())","sentence = ""Hello World""
print(sentence.lower())",,"The .lower() method returns a copy of the string with all characters converted to lowercase. Calling sentence.lower() on ""Hello World"" produces ""hello world"". The original variable is unchanged.",2026-05-08 16:06:40.849317+00,hello world,python
S015,simple,operators,fill_in_the_blank,"Fill in the blank so the code prints 81.

base = 3
result = base ___ 4
print(result)","base = 3
result = base ** 4
print(result)",,"The ** operator raises the left number to the power of the right number. 3 ** 4 means 3 × 3 × 3 × 3 = 81. Using * would give 3 × 4 = 12, which is multiplication, not exponentiation.",2026-05-08 16:06:40.849317+00,81,python
S016,simple,conditionals,fill_in_the_blank,"Fill in the blank so the code prints ""no points"".

points = 0
if points ___ 0:
    print(""no points"")
else:
    print(""has points"")","points = 0
if points == 0:
    print(""no points"")
else:
    print(""has points"")",,"The == operator checks whether two values are equal. Since points is 0, the condition points == 0 is True, so the if block runs. Using = instead of == would cause a SyntaxError — a single = is for assignment, not comparison.",2026-05-08 16:06:40.849317+00,no points,python
S017,simple,loops,fill_in_the_blank,"Fill in the blank so the loop prints 1, 2, 3, and 4 on separate lines.

for i in range(1, ___):
    print(i)","for i in range(1, 5):
    print(i)",,"range(start, stop) generates integers from start up to but not including stop. To produce 1, 2, 3, 4, you need range(1, 5) — the stop value 5 itself is excluded. Using range(1, 4) would only print 1, 2, 3.",2026-05-08 16:06:40.849317+00,"1
2
3
4",python
S018,simple,lists,fill_in_the_blank,"Fill in the blank so the code prints ""rabbit"".

animals = [""cat"", ""dog"", ""rabbit""]
print(animals[___])","animals = [""cat"", ""dog"", ""rabbit""]
print(animals[2])",,"List indexing starts at 0, so ""cat"" is at index 0, ""dog"" at index 1, and ""rabbit"" at index 2. You can also use index -1, which always refers to the last element in any list.",2026-05-08 16:06:40.849317+00,rabbit,python
S019,simple,type_conversion,fill_in_the_blank,"Fill in the blank so the code prints 196.

temperature = ""98""
temp_int = ___(temperature)
print(temp_int * 2)","temperature = ""98""
temp_int = int(temperature)
print(temp_int * 2)",,"int() converts a string that contains a whole number into an actual integer. Without the conversion, multiplying a string by 2 would repeat it (""9898"") rather than doing arithmetic. After int(""98"") = 98, and 98 * 2 = 196.",2026-05-08 16:06:40.849317+00,196,python
S020,simple,strings,fill_in_the_blank,"Fill in the blank so the code prints: Hello, World!

place = ""World""
print(f""Hello, ___!"")","place = ""World""
print(f""Hello, {place}!"")",,"Inside an f-string (a string prefixed with f), any expression in curly braces {} is evaluated and inserted into the string. Writing {place} tells Python to replace it with the value of the variable place, producing ""Hello, World!"".",2026-05-08 16:06:40.849317+00,"Hello, World!",python
S021,simple,variables,output_prediction,"What will the following code print?

val = 10
val = val * 2
val = val - 5
print(val)",15,,"Python runs assignments from top to bottom. val starts at 10, then becomes 10 * 2 = 20, then becomes 20 - 5 = 15. Each assignment overwrites the previous value of val.",2026-05-08 16:06:40.849317+00,15,python
S022,simple,operators,output_prediction,"What will the following code print?

a = 9
b = 4
print(a // b)
print(a % b)","2
1",,"// is floor division — it divides and rounds down to the nearest integer (9 // 4 = 2). % is the modulo operator — it gives the remainder (9 % 4 = 1, because 4 × 2 = 8 and 9 − 8 = 1). Each print() outputs on its own line.",2026-05-08 16:06:40.849317+00,"2
1",python
S023,simple,strings,output_prediction,"What will the following code print?

word = ""orange""
print(word[1])
print(word[-2])","r
g",,"word[1] accesses the character at index 1, which is 'r' (o=0, r=1). word[-2] counts from the end: index -1 is 'e', so -2 is 'g'. Each print() outputs one character on its own line.",2026-05-08 16:06:40.849317+00,"r
g",python
S024,simple,conditionals,output_prediction,"What will the following code print?

num = 0
if num:
    print(""truthy"")
else:
    print(""falsy"")",falsy,,"In Python, 0 is considered falsy — it behaves like False when used as a condition. The if block requires a truthy value to run, so since num is 0, the else block runs and ""falsy"" is printed.",2026-05-08 16:06:40.849317+00,falsy,python
S025,simple,loops,output_prediction,"What will the following code print?

result = 1
for i in range(1, 4):
    result = result * i
print(result)",6,,"range(1, 4) generates 1, 2, 3. The loop multiplies result by each value in turn: 1 * 1 = 1, 1 * 2 = 2, 2 * 3 = 6. After the loop finishes, print(result) outputs 6.",2026-05-08 16:06:40.849317+00,6,python
S026,simple,lists,output_prediction,"What will the following code print?

nums = [5, 3, 8, 1, 9, 2]
print(sorted(nums))","[1, 2, 3, 5, 8, 9]",,"sorted() returns a new list with the elements arranged in ascending order (smallest to largest by default). It does not modify the original list. The output is the sorted version of [5, 3, 8, 1, 9, 2].",2026-05-08 16:06:40.849317+00,"[1, 2, 3, 5, 8, 9]",python
S027,simple,builtins,output_prediction,"What will the following code print?

words = [""banana"", ""apple"", ""cherry""]
print(sorted(words))","['apple', 'banana', 'cherry']",,"sorted() works on lists of strings too, sorting them alphabetically in ascending order. ""apple"" comes before ""banana"", which comes before ""cherry"". The result is a new sorted list; the original words list is unchanged.",2026-05-08 16:06:40.849317+00,"['apple', 'banana', 'cherry']",python
S028,simple,variables,what_is_the_result,"What is the result of the following expression?

type(3.14)",<class 'float'>,,3.14 is a floating-point number (a number with a decimal point). Python's type() function returns its type as <class 'float'>. This is different from int (whole numbers) or str (text).,2026-05-08 16:06:40.849317+00,<class 'float'>,python
S029,simple,tuples,what_is_the_result,"What is the result of the following expression?

coords = (10, 20, 30)
coords[1]",20,,"Tuples support indexing just like lists, starting at 0. Index 0 is 10, index 1 is 20, and index 2 is 30. coords[1] returns the element at index 1, which is 20.",2026-05-08 16:06:40.849317+00,20,python
S030,simple,loops,spot_the_bug,"The following code is supposed to print 1, 2, 3, 4 but instead runs forever. Identify the bug and fix it.

count = 1
while count < 5:
    print(count)
count += 1","count = 1
while count < 5:
    print(count)
    count += 1",,"Because count += 1 is not indented under the while block, it never executes during the loop. count stays at 1 forever, the condition count < 5 is always True, and the loop never ends. Moving count += 1 inside the loop ensures count grows each iteration until it reaches 5.",2026-05-08 16:06:40.849317+00,"1
2
3
4",python
TEST01,simple,variables,write_the_code,Write code that stores the integer 5 in a variable called x and prints it.,x = 5 print(x),,"A normal, fully valid, well-formed record. Use this as the baseline sanity check: create/import/edit/delete should all work cleanly on this row before testing edge cases.",2026-07-15 16:21:38.085+00,5,python
TEST02,expert,security,write_the_code,Write a function that returns this exact string: <script>alert('XSS')</script>,"def get_string(): return ""<script>alert('XSS')</script>"" print(get_string())",,"Tests stored XSS handling. The question/answer/expected_output fields contain raw HTML/JS. A safe admin panel should escape this when rendering it in the UI, not execute it as a script or an alert popup.",2026-07-15 16:25:07.68+00,<script>alert('XSS')</script>,python
TEST03,hard,security,fill_in_the_blank,"Fill in the blank with a value for `name` that breaks out of the string literal (a SQL-injection payload), then print the resulting query:

name = ___
query = ""SELECT * FROM users WHERE name='"" + name + ""'""
print(query)","name = ""'; DROP TABLE users; --""
query = ""SELECT * FROM users WHERE name='"" + name + ""'""
print(query)",,"The answer field itself is a classic SQL injection payload. Tests whether the admin panel's search/filter/save logic uses parameterized queries and is not vulnerable when this literal string is stored, searched, or displayed.",2026-07-15 16:37:17.539+00,SELECT * FROM users WHERE name=''; DROP TABLE users; --',python
